review_id,rating,review,language
1.11,5,"I had an afternoon tea with rum raisin ice cream. The rum raisin in the ice cream was so flavourful and perfectly went along with the home made ice cream.
I knew that they are famous as a place to celebrate our anniversaries but actually didn't know that the deal is available at around 1 mil dong. It's literally a no-brainer given their excellent food quality and ambience. Besides the anniversary celebration, they apparently have good deals on Monday and Tuesdays. So I will definitely come back for a feast.",en
1.12,5,"Excellent western restaurant with reasonable price.
Good location, only few minutes walking from Bitexco and Takashimaya.
The staff is very friendly and well services.
Will come back, definitely.",en
1.13,5,"A tasty experience in European food, with a specialty fusion menu for those who love to explore the more creative side of this restaurant.

Cozy interior and decor, with great personal touches here and there, and great service makes dining here very enjoyable.",en
1.14,5,The food here was fantastic and I had a great experience. 👍👍I would personally like to thank Mr Tri Bao for serving us tonight. To anyone coming to this restaurant please ask for Mr Tri Bao because he provides excellent service and is very nice and helpful. I think this man needs a raise and should be promoted. The restaurant wouldn’t be the same without him. 💯💯💯👌👌👌👌,en
1.15,5,"The Little Door surpassed expectations, the food was delicious and we'll presented! The staff were helpful, friendly and took good care of us!",en
1.16,5,Great atmosphere and really high quality food at a great price! Will definitely return!,en
1.17,5,In a tiny ally but environment/ service/ food are all good. Definitley the place that i will come visit again!,en
1.18,1,"Bad service,
Booking with system and use email double confirm already,
Actually manager received our reservation already when we arrived restaurant manager said no seat available and want us leave immediately.
Worst service in HCM!",en
1.19,5,"Great environment, service, taste, price also no expensive.",en
1.20,5,This palace shocked you bcoz its location.its located in a side alley .but when you see this palace its super.ambience.staff.presentation and food everything amazing. I ordered crispy chicken and my whole vietnam trip this is the best chicken i ate .so 5 star rating.must visit,en
1.21,3,"Venue and decoration are very nice. Ideal for taking pictures. They actually decorate the table according to birthday or anniversary, nice touch.

However the food is very average.
- bread (free) is dry and tastes like 1 day old.
- lots of choices with truffle, we chose the salmon tartare, pasta with chicken, ravioli, but none of them taste truffle, but rather heavy garlic.
- beef wellington was ok.",en
1.22,3,"Food is so so , it's a place to take fancy photos with fancy decor. Expected much more quality food for the price. Typical place in Vietnam that focuses on looks rather than quality.  Waiter work very quick though.",en
1.23,5,"The place is absolutely gorgeous, the Milano pasta was perfectly cooked, and the staffs are friendly. Highly recommended",en
1.24,1,"Planned to celebrate my fiance birthday, so we went to inspect the restaurant. The restaurant looks nice, so we wanted to reserve the particular table for next weekday. However, we were told that we can reserve but they can not guarantee the table. Because the table is for 4 persons, not 2 persons. So, if they have 4 customers need the table, we have to move to smaller table. What the hack ?!?!? What is the point of booking !?!? It is like they try to fish 2 fishes but only have one bait! So, we felt disgusting and walked away. I will ensure my family and friend not going to this restaurant. Thumb down 👎🏻👎🏻👎🏻",en
1.25,5,Awesome dinner. Beautiful restaurant with delicious black angus steak.,en
1.26,5,"Steak is very good, highly recommend. Nice service too",en
1.27,5,Very nice set up restaurant. Romantic European style with fine dining concept but the price is almost half compared to others. Excellent food.,en
1.28,5,One of the best places for celebrating your anniversary with someone you loved and the service also amazing.,en
1.29,5,I came back last night. Still very good experience. Tried black angus rib eye at the price of 528K++ for 200g. So tender and juicy with good price.,en
1.30,1,"Ah yes, this place. We ordered two appetizers, two entrees and two drinks. The appetizers went first then the two drinks. My friend then noticed three bugs on the one of the drinks and we proceed to returned it. Manager then made some excuses whether they checked it, blah blah,... Well, we just want to returned the two entrees, had the check and leave. Lo and behold, they only took out the one drink that had the bugs and we couldn't cancel the two entrees, even though the entrees weren't served yet. All and all, very disappointed. Seems like all the money go to the nice decor and other things and not the standard.",en
1.31,5,"Great discovery! The Little Door is literally,  a cute little door next to a massage place. Place is very cozy and well attended. Had the clam chowder and spaghetti a la bolognese.  You can tell everything is homemade, including the dinner rolls which can accompanied by truffle butter...bonus! I understood from the owner that they're also a bakery. Portions are European standard, great for a light but very tasty lunch. I cant wait to return for dinner. The pizza in the menu looked really good.",en
1.32,5,"Atmosphere was great, portion was more than acceptable and they had lovely violin playing which was the icing on the cake.",en
1.33,3,"Well presented and prepared  food. Service was good. If they want to attract the discerning clientele, then for goodness sake change the god awful music. Soft soap Christian  revival played in an endless loop is like torture for the soul. Heard the same bland soft-soul cover versions at least four times.  Maybe also take the lights down a bit. Too bright..",en
1.34,1,"Shocking- I am astounded at the high reviews!! The place is bloody incompetent. The picture of the salmon cake was massively deceptive. I reckon it was less than 50 grams!! 4-5 cm diameter and about 1cm thick - you would expect that it’s a free sample!! The duck breast was ample size but over cooked, tough & dry!
Ordering was a game of charades. There is nothing worse than have some illiterate boy bobbing his head as if he understands and worse popping in the occasional ok - it’s tantamount to lying and is just infuriating!! It took several tries to get him to go get someone that understands!!
This place is damn hopeless; do yourself a favor and avoid it",en
1.35,5,"best european restaurant in saigon. Amazing food, atmosphere and service",en
1.36,5,Always love this restaurant with delicious food and very nice decoration.,en
1.37,5,Very nice restaurant with awesome wagyu steaks.,en
1.38,5,"Amazing restaurant with very special food - WAGYU BEEF WELLINGTON.
I had tried beef Wellington in some places in Vietnam but here, THE LITTLE DOOR made me so surprised. The beef is not tenderloin, but Wagyu striploin  is really fantastic combination with their homemade flaky puff pastries. The beef is well seasoned with salt and pepper + special 3 year old shiitake.

Definitely recommend this THE LITTLE DOOR!",en
1.39,5,Food was delicious and worth every penny. Service was lovely and super friendly. Definitely will suggest to all friends who want to have a great moment with their partner for a romantic dinner.,en
1.40,5,"I have to say this is the best cuisine I have ever enjoyed in Ho Chi Minh City. No matter you are tourist here or you live here, you better spend at least once per week here to enjoy your fantastic life with your beloved.",en
1.41,4,"Small but warm place. Waiters are very helpful. Foods in European style are good. Only one minus point, I had to wait a little bit of longer than the others.",en
1.42,5,"My niece and I accidentally stumbled upon this restaurant on our way home.   I had the beef noodle with red wine and to my big surprise, the food was exceptionally delicious and beyond my expectations.   I highly recommend this restaurant to everyone",en
1.43,2,"Decoration is ok with smell design. Average food and beverage. Roasted duck is fatty and like chewing gum. Salad is dissappointing. Mango is old and brown not fresh cut, just cheap salad mix. Mega expensive for the value you get. Will never come back.",en
1.44,5,"Love this place. Fine dining, great food, great service. The new location is decorated superbly.",en
1.45,5,Really nice place with good produce and very good quality for the price,en
1.46,5,Hide gem in Saigon... delicious food and nice atmosphere. Lamb chops perfectly cooked and  the creme burle was fantastic!,en
1.47,1,"Very bad, chose Part F menu but it is not good about design and food. I spent 4 millions VND for a meal.",en
1.48,5,"The food is delicious. I will come back definitely for other course which seem very creative. Otherwise, staff are nice but they can be improved.",en
1.49,5,So good,en
1.50,5,"The food is great, very nice place",en
1.51,5,Beautiful restaurant with good food and service!,en
1.52,5,Nicely set up small restaurant Viet Kieu Chef trained in USA has an interesting menu and some nice wines on the wine list,en
1.53,5,"Great food, great atmosphere, great staff...I will definitely return and I highly recommend you visit. Dinner was awesome tonight!",en
1.54,5,Foodcand atmosphere were delightful.  Great place forvspecial evenrs like Birthdays and Anniversaries,en
1.55,5,Very relax restaurant with very delicious food.,en
1.56,5,Fantastic dinner - some of the best food I have had in Saigon :),en
1.57,5,Good place for date. Dishes in good price. Staff friendly.,en
1.58,1,"the worst pizza i ever had to eat .... sorry!  that was a frozen pizza from the supermarket 🤦🏼‍♂️😩
But the Spaghetti Bolognese was okay …",en
1.59,4,"Nice local food. It is an old typical building, but without terrace.",en
1.60,4,Nice decor,en
1.61,2,Atmosphere is nice but the food…,en
1.62,5,Delicious food and nicely cooked,en
1.63,5,"Nice place, nice service, easily to find. This one is one of my fav in town.",en
1.64,3,Nice place for couple,en
1.65,5,"nice place, good services, delicious dishes",en
1.66,5,"Magnificent place to eat, especially dating.",en
1.67,5,Good,en
1.68,5,Very delicious beef steaks!,en
1.69,5,Good food,en
1.70,4,Good place for couple party,en
1.71,4,"Ok, service  ok, food ok",en
1.72,5,outstanding in every way.,en
1.73,5,Good,en
1.74,5,Ok,en
1.75,4,Good,en
1.76,4,Good,en
1.77,5,Nice place,en
1.81,5,"A newly discovered restaurant with a good atmosphere in an alley in District 3.
It is said that there is also a private room on the upper floor in an atmosphere suitable for couples. If you are traveling to Ho Chi Minh, I recommend you to stop by. The food is above average and delicious.",en
1.107,5,"Very satisfied, although it is in an alley, it presents a good atmosphere, good service, delicious food, reasonable price, highly recommended!
The attached bread is also delicious. If you come to eat at night, I believe the atmosphere will be better. It is very suitable for couples on a date.",en
1.115,5,Restaurant with good atmosphere. Good to enjoy on a special day.,en
1.118,4,"A romantic restaurant hidden in an alley
Good atmosphere and good service
The meal is good. The combination of the meal and the price of the set meal are satisfactory",en
2.1,3,"A very large place with spacious yard outdoor, nicely cultivated plants and a 2 storey house which inside is a bit small. The place is new and clean. Foods and drinks are okay. The price is a little bit too pricey. if you need a quiet place this may be the one.",en
2.2,4,"Based on 80_84 Tran Quoc Thao Str, District 3 so it's easy to reach ♥ 🎶. Wow, nice fragrance with green atmosphere when you entered the door.
We seat next to the Garden view to look outside, it was really nature and cooling for lunch time.💚🌿☘🍀🌿
Foods and drinks was delicious.🍹🍹🍸. Ginger tea 🍵 with a little bit honey is a great option also after lunch
Menu for lunch not much variety for choose but some looks good taste, so jummy...
Cleanliness with beautiful surroundings, kindly service, good food...
Come and try this stylish whenever you visit Saigon. This Restaurant suitable for couples, groups of friends, family, small meeting..,
I'll be back

Thank you Con Son Restaurant & Lounge",en
2.3,5,Great place to hang out with friends at weekend. Warmly and cosy. Cold brew is pretty good. Fast service with nice staffs.,en
2.4,4,"The place looks fancy from outside, so the price. I was not be impressed by the food itself but mostly the hospitality of the staffs from the entrance till we finished our dinner. 4 stars!",en
2.5,5,"Great food, fine dining. Beautiful private dining room.
On the posh side, high prices, however worth it.",en
2.6,4,"The place looks great from the outside, but not so fancy inside, especially the seats in the garden.
Drinks are just so so.",en
2.7,3,"Food quality is acceptable as I suppose it is more leaned towards non-vietnamese diners, but if you want authentic Vietnamese cuisine this definitely isn't the place to be going to. The decor is a bit dark as there are only dimly lit yellow lights but this gives it a rather luxurious feeling and perhaps cozy in a sense. Honestly besides taking pictures and having a more western take on Vietnamese cuisine, this is not quite the place if you want to experience the true Vietnamese feel.",en
2.8,5,"Super luxury fine dining restaurant. The food was nice, staffs were friendly and well-trained, securities were super helpful.
However, watch out for the not-so-tiny “friends” called rats running around at the outdoor area.
Beside that, everything was perfect ❤️",en
2.9,2,Overpriced and food is just meh. The beef tendon in Bo Kho is impossible to chew.,en
2.10,2,"Food is not so delicious, service is ok, price is as high as sky! Not recommended!",en
2.11,5,Ok,en
2.12,5,Good,en
2.13,4,Simple. Solid.,en
2.14,5,Vip,en
2.15,5,Good,en
2.16,5,Nice,en
2.17,4,Nice food.,en
2.18,4,"Vietnamese fusion restaurant.
The owner of the restaurant couldn't achieve his dream of opening a restaurant because he didn't have money, so he posted on Facebook and the people who saw the post invested $100 or $200 to collect money and open the restaurant with a small investment.

The inside is antique and the fat is high, so when the music resonates
Feel is very full.
A place worth visiting
You can drink coffee and drinks separately in the small outdoor garden, and the garden is small and pretty.

You order food by looking at the pictured menu.
There are quite a few foods that are not available.
Among them, lamb dishes and lotus salad are good.

Sometimes when I'm out of my mind
This is a great place to visit !",en
2.23,5,The entire shop is decorated with flowers and has a luxurious atmosphere. All food decorations are top notch. Food is great too,en
2.24,5,"I ate ""com tam"" here, a dish you will find everywhere in Vietnam. This one here was particularly good. Full of flavor and the meat melted on the tongue.",en
5.12,4,It's a beautiful place.,en
6.1,5,"Good food, right price.",en
6.2,5,"Good service, good price, veggie is fresh. Helpfull staff. Nice",en
6.3,5,fresh and near airpory,en
6.4,5,Ok good,en
6.5,5,Ok,en
6.6,3,Ok,en
6.7,5,Nice seafood,en
6.8,3,Ok,en
6.9,5,Good,en
6.10,4,Great food...,en
6.11,3,Good,en
6.12,1,Bad,en
6.17,3,"great! The snaps pass by. It's so slow. Mason It's okay, but the price is overpriced for outsiders.... The two of us paid 50,000 dong.",en
6.18,5,"The food was delicious and reasonably priced.
Seafood is taken out of the tank and cooked, so it is extremely fresh.
I went there after midnight, but it was still open until around 2:00.
Thank you for responding properly to Japanese people who do not understand the language.",en
6.43,5,My first meal in Vietnam with my girlfriend. good to eat,en
6.54,4,Fresh and cheap food,en
7.1,5,"Everything in this restaurant is good. The service is very good, waiters are very efficient and nice. The cuisine it top. We ate a pork with a crunchy skin which is on of the best I ate in Vietnam.
The decor is beautiful with trees inside. Despite the hot weather it is quite fresh even outside, they have big fans and we were very comfortable.
We ate some Northern specialties very tasty.
I recommend it if you happen to visit HCMC and you're a goody like me",en
7.2,4,very nice local food. They even have English welcome letter for foreign customers.,en
7.3,4,Alot of local cooking style of food. Have meat besides seafood. Unique vn taste but avoid the roast pork too ex,en
7.4,3,"Very diverse menu and have tasty food. However, it was a little greasy for my taste. The service was nice and they were very responsive.
Similar to other Vietnamese restaurants, if you are not use too with the water, dont drink anything with ice in the restaurant. I had a sore throat the next day after 1 bottle of water with ice glass.",en
7.5,5,Very delicious foods. All kinds of special dishes from Mekong Delta area. And they offer a very good prices. Recommend for friends to meet up and hang out.,en
7.6,5,"Delicious food, good place to eat with team or family",en
7.7,5,Fantastic food. Has some exotic stuff on the menu too. Will return!,en
7.8,4,"Crowded, good food. Messy car park",en
7.9,2,Food is not as good as what we have seen on the ads. The only cruisine that most expected roasted wild pork was fairly good. The other foods were too little but with expensive price. The service was not professional. We felt a bit disappointed here.,en
7.10,4,Price is high. Service is good. Food and drink are from good to very good. Worthy to try if you have money :D,en
7.11,5,Great,en
7.13,3,"Local food.
Specialties are so-so..
Expensives.
So much better choices around",en
7.14,5,good,en
7.15,4,"Very clean, staffs do they’d job professional the food acceptable!",en
7.16,3,The staff doesn't speak English.  Very difficult to order. The restaurant is clean. Food expensive.,en
7.17,4,Nice atmosphere and service staff. Foods are OK.,en
7.18,4,Good service but food is just so so and quite pricy,en
7.19,5,Tasty,en
7.20,4,Food quality and price best match in town,en
7.21,4,Good,en
7.22,5,"Yummy food.
Baby pork was highly recommended.",en
7.23,3,"food and drinks are just average, the price is acceptable",en
7.24,4,"Food: Good
Drinks: Good
Customer Service: OK",en
7.25,4,"Nice clean place to eat, good food and atmosphere.",en
7.26,5,love this place. clean food and beautiful atmostphere,en
7.27,1,Booking experience with this restaurant is so bad.,en
7.28,4,Nice place and well treatment,en
7.29,5,Nice place,en
7.30,4,Ok,en
7.31,3,Vivid Vietnamese cuisine menu,en
7.32,5,Good,en
7.33,5,Very delicous as their name,en
7.34,5,😊 …,en
7.35,5,Good food,en
7.36,3,Good food,en
7.37,5,So good,en
7.38,4,Good food,en
7.39,4,Its ok,en
7.40,1,Not good,en
7.41,4,Good food,en
7.42,5,Good.,en
7.43,4,Excellent Vietnamese food!,en
7.44,4,"Nice staff, good disks",en
7.45,3,Nice ambiance and a lively place.,en
7.46,4,Ok,en
7.47,3,"The food is so so, nothing is special",en
7.48,5,Amazing value for money,en
7.49,4,Suit for family eat out,en
7.50,5,Ok,en
7.51,5,Ok,en
7.52,5,Ok,en
7.53,4,Ok,en
7.54,4,Ok,en
7.55,5,I like the cuisine of this restaurant,en
7.56,4,Ok,en
7.57,3,Ok,en
7.58,5,Ok,en
7.59,5,Good,en
7.60,3,Ok,en
7.61,5,Good,en
7.62,5,Ok,en
7.63,5,hee,en
7.64,4,Good,en
7.65,5,Ok,en
7.66,5,Ok,en
7.67,5,Hh,en
7.68,4,Good,en
7.69,5,Good,en
7.70,5,Nice,en
7.71,5,Nice,en
7.72,5,Good,en
7.73,4,Enjoy your favourite food,en
7.74,5,Perfect,en
7.75,5,Good,en
7.76,5,REALLY DELICIOUS,en
7.77,4,Good,en
7.78,5,Good,en
7.79,5,Good,en
7.80,4,Nice,en
7.81,5,Good,en
7.82,5,Good,en
7.83,5,good,en
7.84,5,Good,en
7.85,4,Pretty nice,en
7.86,5,Ok 100%...,en
7.87,5,a big thumb up,en
7.88,4,Good food.,en
7.89,5,Good restaurant,en
7.90,4,Good foods,en
7.91,5,Nice restaurant,en
7.92,5,Delicious food,en
8.1,5,Really fun atmosphere filled with locals. It does get a little loud since they accommodate larger parties but it’s manageable. The servers didn’t seem to speak any English but we still got some solid recs (the salad and grilled oysters are amazing - see pic).,en
8.2,5,"Very nice cozy, the food is authentically Chinese who would have thought!!!! Go there you will enjoy it I'm sure.",en
8.3,4,"Party for company, meeting team. You can order some kind of sea food, steam chiken, fresh beer. The atmosphere is ok at large garden and Gia Dinh park.",en
8.4,5,Very nice foods and good location near the airport.,en
8.5,3,"Very wide selection of food. Good place to  drink beer and have dinner with customers. Price is a little high compared to other restaurants but service staffs are very polite and fast. It also have Private VIP room with air conditioner. But there are mosquitoes near the artificial pond, keep away from seating near there.",en
8.6,4,"The food was great, the service was good. Everything is fine but I think there should be restrictions on smoking. It’s not great to have a meal outdoor and have some second-hand smoke fly all over your meal. I think you guys should fine those who smoke like 50k or 25k for the least every time someone smokes",en
8.7,5,"Great food if you're willing to splurge, many menu items like the goat leg are delicious but can be scarcely available depending on the time.

At its worst the place is rowdy and expensive, at its best it is a great Vietnamese fine dining experience. Great service, good food, but it might not be for everyone considering the language barrier and cost.",en
8.8,3,"This restaurant is in quite a central district, but it is next to a park and close to the airport, allowing it to have spacious settings and very natural-feel environment.

It has several tables in an open space facing the green garden, which is very rare in Saigon, plus many air-cooled private room for groups that don't want to be disturbed.

The food are quite expensive though, and it kind of aim for people wanting to try luxury foods. It also offer typical Vietnamese beer food, including some traditional dishes in the northwest regions.",en
8.9,1,"Tri Kỷ is just a historic name, their service has changed from good to worst, food is meh",en
8.10,4,"Excellent service and food, lovely restaurant  - I can recommend it. There were, however, very loud and unruly children at the table next to ours which spoiled our dining out experience.",en
8.11,4,Nice place clean and food is ok too,en
8.12,4,"fast service, good place for drink beer, mini karaoke",en
8.13,4,A place that will walk you thru the local food and the focuses on experience . Go there if you want to try some good vietnam food as an outsider.,en
8.14,5,Good service is always our priority and this place provides us that!!! The food isn't the best but okay. Good for a nice and slow morning.,en
8.15,4,"Good places, good service s",en
8.16,1,"The meat was so tough, i could hardly eat it. I had to send it back after a few bits. The staff wasn‘t very friendly as well. I wouldn‘t recommend to go there.",en
8.17,5,Best place for party!,en
8.18,5,nice restaurant with delicious food,en
8.19,4,"Food and service are quite OK, suitable for holding a family gathering or small feasts.",en
8.20,4,"Good food, acceptable price. Free car parking in front of restaurant.",en
8.21,3,"Near airport, nice place with some special flavor as ""ca linh""",en
8.22,5,"Good food, have private room and free parking.",en
8.23,5,Ok,en
8.24,3,"Foods & services ok, Clean, reasonable price.",en
8.25,4,A very good local restaurant close to the international airport with good service.,en
8.26,4,"Vn restaurant. Good food, nice small garden, reasonable prices.",en
8.27,3,Not bad at all but just a kinda standard restaurant.,en
8.28,4,It's OK. Many fly even we are inside an air-con room.,en
8.29,2,Pricy. Below average food. Red invoice available. Credit card accepted.,en
8.30,4,"Food is OK, price is rather high",en
8.31,4,"Pride of Hong ha street, sea food Paradise",en
8.32,4,good food,en
8.33,4,You can have good breakfast in here,en
8.34,5,Ok,en
8.35,4,"Staff so nice, food is good",en
8.36,3,"Near my company, there is private place for custormer group",en
8.37,4,A bit expensive. The food was just so so.,en
8.38,5,"Very good place, recommend for both family and friends",en
8.39,4,View is good and price is acceptable,en
8.40,5,Ok,en
8.41,4,Ok,en
8.42,5,Nice place,en
8.43,4,Mice view with reasonable price,en
8.44,4,Ok,en
8.45,4,Ok,en
8.46,5,very good,en
8.47,4,Good Food,en
8.48,5,Good restaurant,en
8.49,5,"Good environment,  food tasty",en
8.50,3,local food,en
8.51,5,Good food and fresh air,en
8.52,3,Just so so service with a little old style,en
8.53,5,Okay,en
8.54,5,Good,en
8.55,5,Beautiful garden restaurant,en
8.56,5,Ok.,en
8.57,4,Ok,en
8.58,3,Ok,en
8.59,4,Ok,en
8.60,5,Ok,en
8.61,4,Ok,en
8.62,5,Ok,en
8.63,5,Ok,en
8.64,4,ok,en
8.65,4,Ok,en
8.66,5,Ok,en
8.67,2,Ok,en
8.68,5,Ok,en
8.69,4,ok,en
8.70,4,Ok,en
8.71,5,Ok,en
8.72,5,ok,en
8.73,5,Ok,en
8.74,5,Ok,en
8.75,4,Ok,en
8.76,5,Ok,en
8.77,4,Food Very delicious,en
8.78,5,Good,en
8.79,4,Good,en
8.80,4,Ok,en
8.81,5,Ok,en
8.82,5,Good,en
8.83,5,Ok,en
8.84,5,Good,en
8.85,4,Good,en
8.86,4,ok,en
8.87,5,Good,en
8.88,5,Good,en
8.89,4,Good,en
8.90,5,Good,en
8.91,5,Good,en
8.92,4,Good,en
8.93,5,Good,en
8.94,5,Good,en
8.95,5,Good,en
8.96,5,Good,en
8.97,5,Good,en
8.98,5,Good,en
8.99,4,So expensive restaurant,en
8.100,5,Good,en
8.101,3,Good place with good foods,en
8.102,5,Good,en
8.103,2,Wait too long,en
8.104,5,Affordable,en
8.105,4,Nice foods,en
8.106,1,Bad service,en
8.107,5,Good place,en
8.126,4,This Vietnamese local restaurant located at the back of Ho Chi Minh Airport is suitable for parties and gatherings.,en
8.134,3,"Lots of people in the evening but the food was better than another day at midday where this time the meal was not up to par, little English spoken. The menu only in Vietnamese",en
8.137,4,"I used it for my company's year-end party to be a little more active. There is also a private room, and the service and food are perfect. The price is at the level of a luxury store in the local sense.",en
9.1,5,Nice place. My group lifup the place.,en
9.2,4,Good restautant with privacy room,en
9.3,3,Ok,en
9.4,5,Good,en
9.5,5,Good place,en
9.52,5,yl,en
9.55,1,do te,en
11.1,3,Nothing special. A standard drinking place. Food was OK. Nothing special to report.,en
11.2,1,A bit overpriced. I ordered a main dish and a bowl of soup. I had to wait for roughly 30 minutes and paid 3 times more than other places. Would never go back. + the waiters are not really nice.,en
11.3,4,"Delicious food, good play to gather and watch soccer",en
11.4,1,"Loud, obnoxious, unsanitary and overall bad experience. Ate there once, and got sick.",en
11.5,4,"Nice place, good food, perfect draught beer Huda",en
11.6,5,"The staff were great, the beers were cheap and the food was delicious!",en
11.7,4,Good,en
11.57,4,Hic,en
11.58,1,don't go worst,en
12.1,3,"Came here for a birthday dinner—we had a private room upstairs which was nice.  Seems like a good place for big groups.  Overall, food was mediocre.",en
12.2,5,"Came here to celebrate international women’s day, the food and the atmosphere were amazing. You must try the chicken knees and the chicken with sticky rice, they’re the best I’ve ever had.",en
12.3,5,Great food at an affordable price. Staff are friendly.,en
12.4,3,Had a nice private room with AC for a big family event. Staff were friendly and a good selection of food. I think the food was just okay.,en
12.5,3,Food and service excellent. Wanted to pay by Visa card and was told that they do not accept. When I complained. I was conveniently told the credit card machine was broken. I won’t be back and think you should ask before hand if the credit card machine is operative.,en
12.6,5,Always a family favourite here. You must get the chả giò hương cau also the fried rice in the clay pot the texture is amazing. Also get the tofu that’s wrapped in tin foil simply delicious!,en
12.7,5,"Surprisingly they able to cook a nice fried rice here. Indeed very nice. I'm alone, not able to order so many meals. So i just ordered a seafood fried rice and a bottle of beer.",en
12.8,5,Ok ok,en
12.9,5,Very nice restaurant. Pretty bargain price. Delicious foods. Very fast service.,en
12.10,4,"Many VIP room, it so good for team party. The food is okay but the cost is not cheap.",en
12.11,4,The food was good but a bit oily. Fried sticky rice is not recommend...,en
12.12,4,"Food delicious, chinese favor",en
12.13,5,"A really good place for gathering family members or friends.
The restaurant is so big. We can sit inside our outside.
The food is so delicious with reasonable price.
Table service is very OK, too.
That’s the reason why a lot of people come to eat here.",en
12.14,5,When I am in HCMC I always visit this Restaurant. For me typical and perfect vietnamese Restaurant. Never found a better one.,en
12.15,5,"Seafood and Vietnamese food. Garden seat, air conditioner room and vip room. Pretty waitress with good service. Suitable for meeting , party, Anniversaries.... Group max 50 person.",en
12.16,4,"Good restaurant for family or group of friends. They serve good authentic Vietnamese cuisine. Need to reserve a place at weekend, the restaurant can be super crowded.",en
12.17,5,"food are ok, fresh air, wc clean, nice place for party",en
12.18,2,"Normal foods, a bit expensive. Nothing special.  Very noisy, restaurant allows karaoke outside. Not recommend for family or people like private area.",en
12.19,3,"The parking-lot is terrible and creepy, an unused house, my bike was in somewhere like a 🚻 <=😰
The food is acceptable though. If you are OK with the park then it's good at last …",en
12.20,3,Vietnames style drinking and eating place. Good for small groups gathering with support of traditional karaoke set.,en
12.21,3,"Average food quality, suitable for class reunion. Have private room with karaoke but the sound is not good.",en
12.22,3,"Decorations are nice. Food is ok, nothing special about this. This is a good place to group up. Private roosm are available",en
12.23,4,Dishes were good at reasonable prices. Seafood is fresh. I would recommend this restaurant.,en
12.24,4,Ok,en
12.25,3,"Good food, good service, big place but noisy and busy. Ideal for big group of friends",en
12.26,4,Ok,en
12.27,3,"Foods just ok, Clean, Services little slow, reasonable price.",en
12.28,3,"Even English menu.
Caters to locals. They smoke and speak very very loud and disturbing.
Food is ok.",en
12.29,4,It has good and a lot of food if you order a table with ten or more.,en
12.30,2,"food quality is what you can get in any restaurant, nothing special. Small table, staffs are too busy.",en
12.31,4,"Good food, quite pricey, good place for group not for couple",en
12.32,5,great place. a lot of vietnam food. highly recommended,en
12.33,4,the food here is really good. the price is reasonable,en
12.34,5,Ok,en
12.35,5,Good,en
12.36,5,Ok,en
12.37,5,Ok,en
